"";"TCGA-2J-AAB6";"TCGA-2J-AAB8";"TCGA-2J-AAB9";"TCGA-2J-AABA";"TCGA-2J-AABE";"TCGA-2J-AABF";"TCGA-2J-AABK";"TCGA-2J-AABO";"TCGA-2J-AABR";"TCGA-2J-AABT";"TCGA-2J-AABU";"TCGA-2J-AABV";"TCGA-2L-AAQA";"TCGA-2L-AAQE";"TCGA-2L-AAQI";"TCGA-2L-AAQJ";"TCGA-2L-AAQL";"TCGA-3A-A9I5";"TCGA-3A-A9I7";"TCGA-3A-A9I9";"TCGA-3A-A9IB";"TCGA-3A-A9IC";"TCGA-3A-A9IH";"TCGA-3A-A9IU";"TCGA-3A-A9IX";"TCGA-3A-A9IZ";"TCGA-3A-A9J0";"TCGA-3E-AAAY";"TCGA-3E-AAAZ";"TCGA-F2-6880";"TCGA-F2-7273";"TCGA-F2-7276";"TCGA-F2-A44G";"TCGA-F2-A44H";"TCGA-F2-A7TX";"TCGA-F2-A8YN";"TCGA-FB-A4P5";"TCGA-FB-A4P6";"TCGA-FB-A545";"TCGA-FB-A5VM";"TCGA-FB-A78T";"TCGA-FB-AAPP";"TCGA-FB-AAPQ";"TCGA-FB-AAPS";"TCGA-FB-AAPU";"TCGA-FB-AAPY";"TCGA-FB-AAPZ";"TCGA-FB-AAQ0";"TCGA-FB-AAQ1";"TCGA-FB-AAQ2";"TCGA-FB-AAQ3";"TCGA-FB-AAQ6";"TCGA-H6-8124";"TCGA-HV-A5A3";"TCGA-HV-A5A4";"TCGA-HV-A5A5";"TCGA-HV-A5A6";"TCGA-HV-A7OL";"TCGA-HV-AA8V";"TCGA-HV-AA8X";"TCGA-HZ-7918";"TCGA-HZ-7919";"TCGA-HZ-7920";"TCGA-HZ-7922";"TCGA-HZ-7923";"TCGA-HZ-7924";"TCGA-HZ-7925";"TCGA-HZ-7926";"TCGA-HZ-8001";"TCGA-HZ-8002";"TCGA-HZ-8003";"TCGA-HZ-8005";"TCGA-HZ-8315";"TCGA-HZ-8317";"TCGA-HZ-8636";"TCGA-HZ-8637";"TCGA-HZ-A49G";"TCGA-HZ-A49H";"TCGA-HZ-A49I";"TCGA-HZ-A4BH";"TCGA-HZ-A77O";"TCGA-HZ-A8P0";"TCGA-HZ-A8P1";"TCGA-IB-7644";"TCGA-IB-7645";"TCGA-IB-7646";"TCGA-IB-7647";"TCGA-IB-7649";"TCGA-IB-7651";"TCGA-IB-7652";"TCGA-IB-7654";"TCGA-IB-7885";"TCGA-IB-7886";"TCGA-IB-7887";"TCGA-IB-7888";"TCGA-IB-7889";"TCGA-IB-7890";"TCGA-IB-7891";"TCGA-IB-7893";"TCGA-IB-7897";"TCGA-IB-8126";"TCGA-IB-8127";"TCGA-IB-A5SO";"TCGA-IB-A5SP";"TCGA-IB-A5SQ";"TCGA-IB-A5SS";"TCGA-IB-A5ST";"TCGA-IB-A6UF";"TCGA-IB-A6UG";"TCGA-IB-A7LX";"TCGA-IB-A7M4";"TCGA-IB-AAUM";"TCGA-IB-AAUN";"TCGA-IB-AAUO";"TCGA-IB-AAUP";"TCGA-IB-AAUQ";"TCGA-IB-AAUR";"TCGA-IB-AAUS";"TCGA-IB-AAUU";"TCGA-IB-AAUV";"TCGA-IB-AAUW";"TCGA-L1-A7W4";"TCGA-LB-A7SX";"TCGA-LB-A8F3";"TCGA-LB-A9Q5";"TCGA-M8-A5N4";"TCGA-OE-A75W";"TCGA-PZ-A5RE";"TCGA-Q3-A5QY";"TCGA-Q3-AA2A";"TCGA-RB-AA9M";"TCGA-RL-AAAS";"TCGA-S4-A8RM";"TCGA-S4-A8RO";"TCGA-S4-A8RP";"TCGA-US-A774";"TCGA-US-A779";"TCGA-US-A77G";"TCGA-US-A77J";"TCGA-XD-AAUG";"TCGA-XD-AAUH";"TCGA-XD-AAUI";"TCGA-XD-AAUL";"TCGA-XN-A8T3";"TCGA-YB-A89D";"TCGA-YY-A8LH";"TCGA-Z5-AAPL"
"ACOT1";375,4386;420,2115;420,1501;375,137;305,8425;275,7154;368,0138;495,9936;302,4119;641,4268;317,6856;543,3071;292,3788;356,8119;409,5732;440,099;485,1331;409,3637;420,9637;322,9462;285,8007;287,9012;156,0352;334,3585;306,2787;247,5836;391,8669;364,7001;509,3493;276,1583;290,3526;335,566;179,3598;359,0604;274,8461;295,6188;455,4204;299,7275;334,595;377,1518;423,221;283,0812;251,2833;582,069;127,6561;424,1603;329,4714;198,3469;447,1646;331,7822;688,5948;333,3333;269,3927;136,2658;385,8141;488,7348;266,5953;387,5539;389,9127;332,3968;474,0286;241,6224;562,3255;379,4433;260,106;407,7307;470,0345;319,1608;591,411;323,3512;285,7892;243,6395;354,4112;351,7268;249,2353;403,138;417,9431;481,0197;261,8622;283,6573;367,5687;375,0087;403,5928;434,6626;491,0603;357,3604;263,4605;482,6413;261,7431;261,8606;324,2321;349,4168;462,2257;506,6129;367,639;409,5591;314,127;407,4193;264,2429;315,5042;328,6697;352,0041;407,594;218,2885;508,7749;396,6221;377,4574;176,8342;324,7585;410,0732;554,4002;297,491;238,3361;478,1041;247,277;310,5867;276,826;746,6928;293,5663;481,5735;335,4306;243,0845;244,9264;358,8832;207,3533;304,4227;538,7289;485,6871;431,8529;375,6309;337,7682;365,4877;298,1289;418,5599;401,2705;413,4737;450,8975;268,3706;367,2351;315,5405;462,2592;374,4428;481,9127;546,4135;312,4358;350,5677;249,0028
"ACOT2";222,2222;208,6957;372,9904;246,7512;281,7944;257,6415;264,4024;325,3205;225,1082;520,025;271,8341;305,5118;302,031;332,2521;327,9501;298,5149;264,5592;232,8932;376,585;222,6629;225,3351;186,6667;142,4838;241,652;283,0015;194,7955;324,2672;296,9283;396,4099;331,39;282,9009;202,9471;88,8521;270,6935;243,6236;294,0737;281,0968;248,6376;237,6987;264,4757;285,8926;357,503;335,6427;415,8621;134,7899;291,441;231,7161;209,0044;297,277;284,7836;328,9035;322,0657;222,8463;130,0365;295,54;287,1173;144,5396;186,6913;275,4607;301,7074;269,9387;206,7654;381,9666;301,4989;177,6011;312,4688;275,808;238,5371;373,4151;252,0499;210,8023;174,6442;237,0314;243,66;234,9034;319,5645;215,5361;336,9354;240,9572;197,7442;315,5334;246,6813;335,3293;337,7301;327,6507;220,8122;184,0042;253,2335;223,7307;193,2149;242,0105;213,8122;388,7668;282,0356;232,8013;236,506;229,0616;256,4597;196,4018;245,3921;314,9466;272,7449;301,0461;223,8726;343,5946;252,0163;241,1533;181,1708;336,0312;392,6233;453,9691;306,0932;191,6807;268,0728;246,397;255,102;252,4797;463,9882;265,4452;337,4741;246,9524;257,1825;179,056;223,3503;242,9778;225,7323;282,5223;386,7355;222,3085;222,783;275,1073;285,6377;314,7609;309,1291;369,5077;386,9474;309,3308;293,9297;242,9963;265,5405;302,9672;247,6474;333,8877;316,4557;303,6999;319,2592;170,3704
"ACOT4";109,9415;140,0705;52,5188;111,4764;86,9431;50,3234;113,4996;173,8782;48,8559;28,786;225,9825;94,4882;69,5757;311,8628;138,9537;84,1584;122,9004;117,0468;87,9121;108,7819;47,9694;77,037;54,593;240,7733;84,5329;155,3903;90,309;78,0107;84,8915;40,5032;34,3313;32,8198;48,5651;59,2841;148,6368;49,9565;73,3612;69,4823;56,7752;98,5915;92,3845;63,9889;45,7695;46,2069;34,9177;109,9675;84,7212;83,4833;97,4269;130,2932;243,2985;176,5258;149,9372;70,0795;105,8571;101,0976;91,5418;153,4196;127,0611;60,5144;88,3436;108,9281;47,6377;117,3448;90,7886;61,0973;78,4437;49,4048;109,2025;48,8414;54,0115;47,003;102,6126;88,6963;55,2303;166,8268;97,9212;52,6462;91,8718;43,1965;173,2666;126,3327;164,0719;233,7423;102,2869;151,269;36,5917;86,4534;129,2425;80,8375;171,269;147,6882;138,63;153,8057;57,2372;126,9056;72,7668;58,3253;102,6987;40,1156;53,5203;92,4691;68,5781;137,5725;106,8525;111,5855;50,6772;118,0501;115,4101;193,786;107,0251;79,5699;107,9258;141,6605;55,4393;77,1684;46,8891;144,047;81,8066;62,5259;89,6579;139,6988;72,3646;77,1574;80,3836;75,2441;118,1728;182,2357;74,4574;81,4708;139,0558;78,2422;134,7193;113,9693;105,8761;100,6316;122,4225;178,0009;52,3752;41,2162;58,8235;59,9307;90,2287;108,1224;42,1377;222,2467;84,3305
"ACOT6";0;1,8801;2,1436;0;1,8499;1,0632;2,5795;0,8013;0,6184;0,6258;0;3,1496;2,0109;0,9268;2,4293;0;0,6468;1,2005;0,4227;2,8329;0,4031;0,4938;1,1616;4,3937;1,2251;3,7175;1,0562;1,4627;1,4959;3,6821;1,3307;0;0,5519;0;0,4398;0;0,7263;0;3,785;1,0433;0,8323;0;0,8974;3,4483;1,1264;2,1668;1,4482;0;1,4989;3,2573;1,5018;5,6338;1,2357;0;1,612;4,6216;1,0707;1,2323;0,485;0,4322;2,454;0;1,2536;2,5696;1,3254;0,4988;0,6275;0,3031;2,454;2,4955;1,0488;0,8624;0,3786;0,5097;0,3496;3,202;1,6411;0;1,6504;0,9599;1,1071;0;1,7964;0,3067;2,9106;1,5228;0;0;3,2582;0,5301;0,3103;0,3357;1,1301;0;1,1007;0,8241;1,5373;0,8577;0,3748;1,0842;3,4308;1,0361;0,7749;0,5076;1,4704;0,7591;0,8737;0;3,7575;1,8368;0,5072;2,8674;3,9348;0;1,76;0,6378;0,4509;1,4699;0,8522;1,6563;0,7865;6,4082;0,9278;1,5228;2,7404;0;0;0,8246;1,0637;0,721;1,2876;1,6077;1,6632;7,06;3,1763;1,2632;0;0;0;2,7027;6,2467;2,9718;1,2474;2,6371;0,5139;0;0
"ACOT7";1493,5673;727,6146;681,672;262,408;533,9911;1054,6647;598,8822;580,1282;636,9821;1016,2703;691,048;559,0551;517,595;257,646;290,5395;918,3168;1046,5938;495,1981;1099,7464;1338,2436;876,3479;1120;899,8161;429,2619;423,8897;553,1599;491,1539;620,1853;701,9447;268,7941;339,0552;413,5968;586,0927;667,7852;652,1548;624,7135;775,0136;335,1499;434,5193;1568,5968;477,7362;1142,0623;498,9769;741,3793;628,1433;780,065;587,9797;595,0407;337,2471;804,5603;618,7591;335,2113;614,166;510,0233;629,7689;415,3668;1058,3512;1700,5545;642,58;826,0212;309,6115;604,8483;305,2574;323,3405;350,5633;569,8254;1275,4942;433,7313;442,5358;332,2638;479,2868;757,6542;404,3923;499,554;519,4442;878,0019;471,0066;498,7531;1017,7417;548,5961;651,5487;605,0673;439,521;641,1043;530,5613;833,5025;1353,1103;328,7951;462,9378;557,6464;420,4158;725,686;612,1571;412,3675;643,3682;523,6918;454,0237;476,895;434,033;293,0972;251,1339;426,342;542,8129;1993,5326;555,8292;1058,924;1175,6225;410,5253;366,6282;440,8402;679,6855;412,9032;513,7718;414,652;560,5532;901,148;453,5618;558,0598;932,2539;412,4224;341,3291;1674,6769;676,7946;618,7817;741,7219;723,722;742,8004;1318,9414;741,3829;493,8717;342,9185;557,8778;196,6736;656,08;438,3272;540,6316;1019,1795;688,7266;633,3739;352,027;364,3935;781,575;814,553;657,7004;727,1326;401,2788;652,9915
"ACOT8";614,8596;260,3807;386,5059;407,8284;362,6145;379,8352;404,6991;492,2756;301,2183;342,0588;356,9432;641,9213;353,1269;595,8851;333,6491;393,1188;632,0314;721,4886;466,8343;702,2266;376,0073;435,4667;463,5137;504,5387;300,733;358,6468;448,1436;406,3774;335,1309;485,9282;251,0366;244,8225;329,117;368,6577;286,4688;419,8662;443,9368;358,8896;606,3967;930,3182;529,7711;712,5926;394,9007;341,5655;461,2367;574,2958;458,6387;635,8884;413,7497;430,0605;854,3156;529,831;382,5583;705,0625;399,8549;355,0607;566,242;856,2046;401,8623;379,1917;367,2802;355,1573;195,2425;389,7987;286,1465;364,2195;231,8042;269,2135;415,2761;290,7772;252,5747;401,5696;278,652;306,9402;288,9976;339,6734;435,1641;413,3389;450,557;411,1591;556,4736;304,8608;408,1198;430,0521;211,4054;345,6904;331,7067;289,4486;318,5664;269,4699;336,6056;332,1675;318,5138;319,0575;315,6302;330,7623;233,1612;309,9904;189,093;221,6733;329,2804;428,6033;352,2782;809,5813;380,1254;373,7888;458,7287;656,6477;364,4113;437,8415;748,9019;360,7384;434,5644;497,5726;388,0401;412,7232;379,0757;343,7727;435,4112;300,0994;324,9312;639,9231;509,085;609,4365;470,8016;470,7524;759,1857;531,1512;495,5618;546,0923;392,1116;420,4234;356,1954;570,4819;425,5109;379,2926;617,3417;509,256;435,3167;300,8784;291,7126;544,0267;455,1684;357,8797;445,3649;584,65;397,7721
"ACOT9";670,7602;1038,7779;855,3055;641,3026;759,0566;709,4888;611,7799;1023,2372;723,5622;879,8498;1054,5852;724,4094;870,2996;918,443;808,9436;819,802;853,1874;987,9952;975,9087;614,1643;901,3403;919,5062;1008,6148;771,529;491,6794;698,1413;612,6221;698,6836;807,0307;344,8911;594,8104;739,7857;788,6313;534,6756;932,7177;834,3247;708,1896;638,2834;670,704;1134,5853;796,5044;315,7712;516,0283;1068,9655;701,7333;830,4442;799,4207;751,942;928,8034;993,4853;1410,2302;567,1362;876,9681;458,6317;677,0553;708,2611;862,955;1072,7049;711,9302;711,4761;565,6442;741,5036;565,6977;741,7559;562,6243;537,1571;834,6407;661,66;723,1084;516,934;535,9203;755,0668;780,7649;739,6457;937,5164;654,1787;573,3042;695,4835;833,4479;873,0502;1140,9023;843,7696;829,9401;604,6012;664,8649;925,3807;643,4919;598,3662;771,1105;708,9849;826,2488;1075,7741;736,472;770,7804;689,0479;1375,3605;831,6935;630,4278;740,6297;565,9559;463,1567;855,7923;915,1492;792,4381;789,1403;1011,8607;696,374;991,139;526,592;588,7053;507,7352;569,1756;1071,3884;1010,8065;682,8717;830,9949;748,422;1170,0147;803,579;864,5963;584,3492;1085,1223;1309,9849;812,6904;720,7125;1086,7318;887,7855;781,3048;734,469;770,0072;736,9099;568,06;669,4387;1044,8868;800,9529;789,4737;916,9089;827,9325;733,8611;811,4865;570,0156;764,2397;867,3597;1063,2911;759,5067;654,8341;582,906
"ACOX1";841,5205;1045,584;1772,776;1896,9782;1053,9726;1839,557;1504,2992;1864,375;1724,4589;1826,2578;1657,3908;2918,1102;1206,7203;1351,7841;2958,1001;3303,4604;1147,5726;1818,9256;3317,5571;1484,9858;1361,5278;1058,7654;1683,9144;2224,5518;1899,5079;2285,0335;2056,4405;1509,9269;1412,4757;2532,0651;1916,4258;1714,3336;2070,6402;2151,0067;2459,5339;1077,2059;1043,0361;1942,7793;1411,0522;1014,1628;2839,1261;1681,3076;2004,3167;1205,6621;4407,2569;2156,8202;1753,0775;1380,53;1198,9508;1437,0033;1284,1205;1039,4366;1848,5655;1361,1004;2197,8184;1424,0324;1855,9957;1774,0789;1398,3123;1885,9261;3240,8998;1750,7724;1771,6838;1399,1435;1770,6759;3538,7955;1656,2378;3039,4655;1508,3845;1911,5865;2575,2491;997,6326;2559,2503;2325,9488;1720,3076;1175,1521;1676,0394;1722,3608;1941,4111;1167,2666;2139,3163;3157,62;2175,6467;1881,2393;2522,2453;1670,5584;2354,9399;2234,8536;1534,6185;1432,5205;2622,9724;2095,8295;1420,2044;1493,3485;1690,699;1573,1356;1680,2976;2215,0745;1885,6822;1926,9967;1914,3812;1273,3277;1725,3274;1378,2635;1374,6431;1463,042;1129,2573;1000,0626;1553,3174;1378,2868;1687,4207;2607,4695;1093,3108;1553,6514;1647,7183;1215,1148;1150,78;1230,8819;2354,4227;1335,9337;2250,7747;1534,7132;1891,5227;2088,7005;1832,8111;1886,8466;804,3694;1640,0679;1119,6264;2454,9387;1532,3219;1501,329;2795,5925;1368,958;1945,8497;2106,9474;2171,195;1394,7969;1168,6967;1591,8311;1550,0052;1341,4314;1767,8295;1475,4852;1514,5478;1433,3723;974,4672
"ACOX2";49,1228;77,0858;75,0268;199,1545;90,0262;122,2646;59,3293;71,3141;97,0934;305,3817;56,7686;31,4961;41,8259;43,5589;67,0476;38,6139;71,7997;115,2461;210,9045;111,0482;86,6673;94,321;41,4287;43,9367;111,8938;34,2007;43,306;140,4193;155,5722;133,7834;130,672;74,6818;70,0883;89,4855;59,8065;57,6817;68,2767;102,861;27,2521;64,6844;57,0121;15,9972;24,2309;133,7931;67,2072;110,5092;36,9298;35,5248;42,9678;29,316;69,0848;35,6808;69,6137;70,8582;157,4422;84,922;51,9272;44,9784;135,7905;21,18;61,3497;90,7074;111,8859;76,2313;140,159;202,4938;88,1707;74,8649;164,0082;136,5419;67,1211;76,7572;55,6607;138,142;74,1064;51,553;79,3217;172,3469;110,0261;92,1526;53,696;62,5015;21,5569;119,0184;103,9501;56,8528;66,3879;80,3268;67,6079;95,9449;72,2929;65,4527;67,4315;59,21;159,0534;100,5356;89,6774;69,9046;92,9535;155,7644;223,0014;65,5313;91,8249;26,9053;62,249;77,4267;129,751;118,0501;44,0169;24,7973;28,912;121,147;62,9567;38,8583;99,4388;78,4439;138,413;116,1195;73,285;161,4907;183,6414;10,6803;49,6347;69,0355;85,8644;17,2315;73,9821;56,8971;81,9031;158,6157;78,97;193,9979;44,9064;268,786;121,2282;90,1053;227,212;47,4669;123,0207;198,6486;68,1936;86,1813;107,6923;45,8861;104,8304;24,2531;36,4672
"ACOX3";282,4561;200,235;446,9453;365,7429;342,8395;380,9693;298,7962;169,8718;437,8479;480,6008;281,6594;623,622;282,3246;374,4208;464,9604;365,3465;419,155;244,898;335,5875;548,4419;185,8309;273,0864;377,5046;398,0668;306,6871;274,3494;536,5725;397,8547;256,5445;528,9966;304,4578;408,9082;345,4746;350,1119;548,3729;374,4161;437,2617;338,5559;260,4088;555,0339;466,0841;324,8131;286,2835;295,8621;212,5099;415,493;320,782;294,856;220,8344;335,0396;346,1747;376,5258;241,7944;356,627;326,7061;298,0936;225,3747;1081,947;343,8409;236,4383;332,5153;240,038;229,7266;395,2891;263,7508;322,6933;165,0455;324,6165;386,9121;317,6471;339,2764;408,7969;268,8376;419,5234;227,9123;384,5661;386,7615;360,2106;172,1909;520,2784;556,8887;225,4042;282,0359;505,8282;260,2911;187,8173;239,9373;366,9163;366,2775;343,7583;282,9662;381,304;281,7806;183,9362;388,5526;358,8793;285,9427;408,7059;212,5187;282,6166;520,1079;269,1187;285,9357;433,0235;333,7916;488,4714;509,3927;434,1353;522,8344;302,6184;312,9597;436,5591;362,0011;215,9339;293,9164;311,8622;320,1082;330,2303;424,7976;341,6149;394,8093;602,7982;474,5448;594,4162;440,2832;358,9891;858,4906;407,3504;303,148;306,4167;402,5751;449,6249;567,5676;379,2253;317,099;428,6316;599,5174;661,7983;442,7527;250,6757;285,2681;350,6686;399,1684;519,5148;380,2672;451,5489;412,5356
"ACOXL";2,3392;2,8202;6,4309;5,6364;4,3163;8,5054;6,4488;7,2115;1,2369;1,8773;0;3,1496;2,413;14,3652;1,4576;0;1,9405;4,8019;2,5359;1,6997;1,6124;3,4568;5,8078;0,4394;2,8586;5,948;5,2812;2,4378;3,7397;3,6821;2,6613;3,0141;0;1,1186;3,518;1,545;13,8006;1,3624;1,514;30,7773;2,4969;2,7821;1,7949;4,8276;0,7509;3,2503;2,1723;0,5921;2,9978;4,188;3,7546;3,7559;0,8238;2,336;3,7614;3,4662;4,818;7,3937;5,8196;5,6192;10,2249;2,7727;6,5815;0,8565;7,6209;1,2469;0,6275;2,4248;3,681;1,7825;2,6219;2,5873;4,9224;0;2,0974;11,2072;1,6411;2,2167;2,2005;2,8798;1,1071;3,3245;0,5988;1,5337;1,2474;3,0457;1,3068;4,0844;16,2911;2,1203;1,2411;2,3496;4,1438;1,7518;5,5036;0;1,5373;2,1443;25,8621;7,228;2,7446;3,8853;7,3615;4,5688;5,8818;7,2113;18,7855;1,9273;5,3679;1,8368;7,6084;3,5842;6,1832;4,4269;3,96;7,6531;2,2543;2,4498;3,8347;2,4845;2,3594;5,1266;4,1749;2,5381;1,8269;0;12,4131;2,4738;5,8502;1,442;6,0086;1,6077;1,6632;5,5472;5,8232;10,5263;6,0456;1,8257;10,9622;8,1081;8,329;5,9435;6,6528;8,4388;3,0832;3,0868;3,4188
"ACP1";1431,5789;1473,0905;1592,7117;1414,1224;1103,1293;1169,8414;1759,6733;1680,2885;1244,2795;1096,9962;1570,9607;2162,2047;1859,6421;1239,1103;1662,5855;1769,3069;1828,6284;2181,2725;1257,8191;1254,3909;1177,8696;1476,5432;1784,1448;1602,3726;1220,6228;1794,052;1850,0132;1169,6733;1820,1197;1980,9758;1175,2495;1259,5445;1665,5629;1271,8121;1472,7353;1517,235;1210,0962;1223,4332;1643,4519;1812,2066;1473,9908;1891,8449;1206,16;1193,7931;1935,1169;1318,5265;1614,0478;1629,9972;1266,0505;1844,5789;2082,3047;1772,77;1250,9873;1178,8936;1337,453;1413,6337;1860,8137;1758,472;1252,1823;1833,1532;1696,5235;1664,026;1468,6202;1478,8009;1111,6634;1748,8778;930,342;1700,3723;1568,5072;1395,3654;1627,1631;1537,3006;1214,3128;1595,5142;1403,4781;1291,0663;1252,7352;1450,2632;765,2317;1324,694;1751,487;1758,6845;1822,7545;1643,865;1117,6715;1604,0609;2022,2164;1538,4615;2175,4005;975,8813;1507,9119;1585,634;1881,6766;1112,3763;1126,0319;1876,3906;890,1119;1510,0247;1657,7961;1288,7604;1744,9001;1468,8856;1087,563;1587,922;1367,5163;1168,9914;1039,7554;1731,2409;1559,9146;1385,8913;1496,3226;1691,0394;1716,1327;1636,4736;1214,3852;1389,6684;1039,2245;1160,2156;1393,268;1156,5217;1329,532;2120,2606;1579,4967;1495,4315;1536,4238;1005,1694;992,0556;1402,6379;1346,0833;1284,0663;1323,176;1456,0557;1591,2682;1772,0715;1271,0429;1466,1053;1572,3476;1543,131;1214,9817;995,9459;1121,8116;1417,0381;1095,6341;1433,5443;1331,963;1570,2789;1337,8917
"ACP2";1352,6316;1158,1575;1500,5359;1007,0456;1102,5127;1475,68;1018,4867;1112,1795;1511,4409;1183,98;1144,1048;2396,8504;770,1508;1536,608;1254,465;1326,7327;1598,9987;1903,3613;1408,284;1402,8329;1498,3372;1637,037;1391,9272;1294,3761;1216,9474;1076,5799;1336,15;1441,7357;869,4839;2098,8033;1293,147;1149,3637;972,4062;1541,387;2082,2339;1168,0546;1567,4596;1240,4632;1506,4345;1600,939;1290,8864;1164,3192;681,1573;1637,9172;715,6253;1735,1029;853,7292;808,7817;1234,5741;825,9656;1115,1181;961,5023;1087,8688;926,6073;1255,7765;1514,7314;1320,6638;2003,0807;1622,6916;1063,324;1362,3722;991,0481;1088,4588;886,5096;1103,7111;1111,9701;1068,7167;733,797;1664,2127;676,6488;1448,8726;1304,4416;1159,788;1080,6678;1191,9951;1563,2405;1345,733;1173,1782;918,1681;1262,299;1717,1658;1109,7333;877,8443;780,9816;929,3098;1128,4264;931,5212;1228,727;1247,3527;1045,5871;1013,6519;1883,6956;960,239;1285,7984;954,3203;1172,2291;1064,3422;1203,8169;964,018;738,7062;1169,2135;1267,6293;1217,3576;1257,951;1445,9402;1425,1827;1186,9812;1196,8835;1567,9665;911,9881;1280,2333;1232,2581;1105,1152;1527,277;1207,3409;1364,1582;793,5077;2349,3386;1649,3396;1165,6315;1154,5419;423,3686;847,037;1970,5584;1461,5209;1781,1603;1173,7835;1969,1354;1217,9102;1374,1889;1152,3605;1624,8607;675,2599;1040,3482;1110,6406;1628,6316;1202,0575;832,4966;1480,5116;989,8649;1142,1135;1058,4448;1472,7651;1346,519;1347,8931;1217,5063;1017,6638
"ACP5";833,3333;1333,96;949,6249;1270,7061;2921,5354;1878,6214;956,5778;463,141;874,4589;2629,5369;697,5983;505,5118;1309,8733;1261,8165;576,2205;1642,0792;2153,3441;2657,2629;1448,8588;1771,1048;1428,6002;2228,1481;893,6211;900,703;1181,8275;643,1227;1091,1011;1934,1784;988,0329;336,2995;1027,811;881,1119;2023,1788;3214,7651;1608,6192;2816,6185;1585,6183;750,6812;485,2385;2429,8383;1899,2926;177,3605;1035,6463;3025,5172;463,3167;3364,572;1896,4518;150,9805;1057,2071;301,5356;1694,8293;491,0798;561,0289;605,7987;1147,77;2076,2565;1236,0814;5179,9137;2698,3511;1531,0136;2439,2638;1136,8138;739,0112;1072,3769;1413,1875;687,5312;1904,9263;512,5365;2237,2188;1029,59;2303,0939;1111,2549;1606,5884;490,3785;908,503;3987,512;1416,302;1045,719;984,7339;1428,3657;1677,309;1072,4984;450,8982;1100;3243,2432;1516,2437;1076,5813;1997,9578;3620,9612;2998,9398;912,5039;2465,7212;1676,7453;782,6925;1132,6362;1739,1842;1510,1669;2310,7108;999,6252;986,6281;732,1307;2358,8681;1770,2441;2010,7926;2798,2619;3473,9539;1951,0703;376,7967;726,815;232,3595;1231,5496;893,9068;684,0922;603,5327;1468,2621;1351,4031;1875,5636;17790,7888;1279,9318;2995,0311;444,3571;544,6972;558,5063;645,6853;2043,3889;2558,8742;1931,9762;6359,2847;3107,0006;2516,2221;351,073;1827,9743;758,8358;1606,1604;1357,8613;2091,3684;1611,6437;1064,3542;2093,7881;449,3243;944,2998;1101,0401;2640,3326;824,3671;1465,0565;295,888;1863,2479
"ACP6";841,5205;814,1011;415,8628;423,9862;845,9997;436,9629;730,8684;499,1987;240,569;337,9224;426,8559;618,8976;886,3865;556,0704;549,0127;530,198;537,5275;490,3962;254,4379;474,7875;270,4827;247,9012;293,8728;462,2144;235,2221;324,9071;435,173;587,0307;777,8609;238,1098;110,4458;161,42;471,8543;199,1051;221,1961;329,6098;393,6808;370,5722;806,2074;261,3459;916,3546;868,7185;956,6716;195,1724;471,5768;515,1679;390,2969;807,0055;317,2621;828,7576;317,6397;955,8685;837,4242;464,0823;581,9452;437,3195;888,1156;800,3697;462,6576;241,6252;248,2618;543,4524;218,4439;474,9465;136,5142;559,8504;249,4509;296,7316;311,6564;202,139;198,7415;122,4666;246,8762;446,0303;421,5678;292,6673;394,4201;252,7016;478,0635;477,5618;727,941;530,5975;605,988;221,1656;249,896;420,8122;154,9922;262,083;329,3511;181,0231;217,4992;228,581;311,1641;306,21;275,7292;573,1356;272,1068;202,8519;401,4243;194,7958;205,1613;339,3123;271,6002;636,5902;254,3874;287,3138;261,2495;415,8255;390,7838;413,2877;480,8521;438,7097;268,6903;388,5826;193,5976;601,4031;467,9892;288,0941;599,4887;203,3126;187,1805;281,9609;242,607;1343,6548;466,7732;967,8346;766,137;637,0004;224,9677;817,5919;296,1373;325,8307;909,3555;1575,3988;611,964;381,8947;765,2663;841,6248;212,5457;244,5946;436,2311;352,6498;677,7547;330,1688;448,0987;758,902;253,5613
